tree_id,pathogen_id,date_detected
2790,8,2023-06-05
2791,8,2025-11-26
2792,1,2024-06-02
2793,8,2024-10-22
2794,8,2023-12-17
2804,1,2021-08-11
2831,2,2024-05-31
2844,6,2022-08-04
2860,3,2022-03-02
2876,8,2025-09-04
2880,1,2024-01-13
2884,8,2021-04-25
2885,3,2023-10-19
2887,3,2026-02-28
2887,2,2022-08-19
2889,8,2025-06-15
2908,1,2024-08-22
2913,8,2022-02-08
2915,1,2025-07-06
2932,6,2023-05-02
2940,8,2021-11-29
2975,8,2024-10-22
3019,8,2024-07-24
3027,8,2025-12-22
3036,3,2024-12-31
3051,5,2024-01-03
3061,1,2023-01-11
3064,2,2024-01-09
3076,8,2021-04-19
3077,8,2023-10-13
3084,1,2024-12-02
3093,2,2025-01-20
3127,8,2025-01-16
3129,1,2024-12-07
3131,3,2024-05-26
3133,8,2024-03-26
3155,8,2024-05-07
3158,8,2021-05-01
3176,1,2022-02-10
3206,8,2026-01-22
3208,1,2021-04-13
3209,8,2025-01-09
3225,8,2023-06-08
3252,8,2024-04-02
3253,8,2022-07-27
3254,8,2023-03-16
3255,8,2021-08-23
3273,3,2023-02-07
3277,8,2022-09-18
3283,8,2024-04-27
3285,8,2021-11-28
3299,8,2021-11-12
3309,8,2024-06-18
3314,6,2025-08-13
3318,8,2023-03-27
3336,8,2021-12-23
3349,1,2025-12-07
3354,3,2021-10-31
3356,3,2023-12-26
3358,8,2021-03-24
3390,8,2021-10-12
3391,2,2024-04-29
3393,8,2025-04-23
3396,1,2025-09-24
3405,2,2021-09-13
3410,8,2024-02-24
3414,8,2022-03-10
3416,4,2025-10-07
3427,2,2024-11-10
3430,8,2024-11-23
3434,8,2025-05-17
3475,4,2022-10-10
3493,1,2025-01-31
3496,8,2024-04-22
3501,1,2024-09-17
3515,2,2023-01-09
3515,3,2026-01-23
3523,8,2022-06-18
3529,8,2026-02-02
3534,1,2021-04-10
3539,2,2024-12-26
3548,5,2025-08-15
3565,8,2022-09-26
3575,8,2023-01-18
3584,8,2024-12-22
3589,8,2021-03-14
3602,8,2025-06-19
3609,8,2022-03-17
3623,8,2022-02-26
3632,4,2023-04-17
3655,2,2025-08-27
3672,1,2024-01-03
3673,8,2022-07-29
3679,8,2026-01-16
3706,8,2023-08-19
3709,5,2026-02-07
3710,3,2022-01-10
3741,3,2021-12-27
3741,2,2021-04-12
3751,1,2023-02-26
3756,3,2021-12-13
3762,8,2021-03-17
3776,1,2021-08-26
3778,1,2024-05-16
3804,1,2022-07-20
3815,6,2025-10-12
3816,8,2023-10-04
3826,8,2024-05-07
3830,8,2025-01-25
3834,8,2023-04-20
3854,8,2024-06-26
3858,4,2024-08-22
3867,8,2023-08-23
3874,8,2024-09-20
3880,8,2023-08-22
3890,2,2024-11-16
3898,8,2024-12-26
3899,8,2022-04-24
3904,8,2025-02-26
3916,8,2023-09-08
3922,2,2023-03-19
3936,8,2022-09-17
3939,4,2024-08-08
3950,8,2023-09-07
3978,8,2022-11-24
3982,10,2025-01-29
3996,2,2023-01-11
4002,2,2024-02-11
4003,8,2024-12-10
4004,8,2022-04-25
4006,8,2024-10-16
4032,8,2023-05-10
4034,2,2024-11-17
4035,1,2022-11-28
4050,8,2024-04-19
4053,8,2025-03-27
4064,8,2022-05-21
4073,10,2021-09-11
4079,2,2026-01-20
4086,1,2021-11-30
4090,8,2025-01-17
4095,8,2023-11-07
4099,8,2023-07-22
4100,8,2021-08-14
4103,8,2025-01-27
4106,8,2022-12-03
4107,2,2024-06-13
4109,8,2025-06-20
4127,8,2021-06-13
4131,4,2025-07-27
4139,2,2022-05-20
4142,10,2023-07-16
4148,8,2023-05-20
4158,8,2023-01-29
4160,8,2021-10-11
4161,8,2023-03-18
4168,4,2025-02-03
4170,3,2026-03-06
4173,3,2022-09-03
4177,8,2025-10-10
4206,1,2024-07-10
4248,10,2022-02-23
4259,8,2024-08-19
4274,8,2023-03-08
4281,8,2023-02-07
4282,8,2024-07-21
4283,4,2021-11-29
4295,8,2021-09-14
4302,8,2025-05-20
4304,8,2025-10-20
4306,8,2022-05-14
4307,3,2025-06-16
4307,2,2023-08-12
4310,8,2022-10-21
4318,8,2022-09-12
4321,8,2022-10-07
4322,10,2024-03-13
4326,6,2022-04-27
4327,8,2023-06-19
4330,8,2021-05-20
4332,3,2025-01-24
4346,8,2023-05-19
4348,1,2024-09-25
4351,3,2022-06-25
4365,1,2023-03-27
4366,10,2025-12-24
4368,10,2025-04-12
4372,2,2025-08-14
4372,3,2026-02-04
4382,8,2021-09-18
4384,1,2023-10-27
4397,2,2025-08-05
4399,8,2023-07-05
4400,4,2023-11-22
4408,2,2023-10-21
4408,3,2023-03-13
4412,2,2026-01-11
4418,8,2025-03-04
4425,8,2023-11-04
4431,8,2022-10-10
4432,8,2024-04-23
4443,4,2024-05-17
4452,8,2021-10-26
4453,8,2022-07-28
4456,2,2023-03-04
4456,3,2024-04-20
4461,8,2023-08-09
4464,8,2023-05-08
4475,5,2021-06-02
4481,2,2025-10-18
4485,8,2025-10-30
4487,3,2022-11-29
4487,2,2023-02-24
4491,8,2022-11-03
4494,4,2022-09-10
4498,4,2023-01-11
4504,4,2024-08-10
4515,4,2025-01-22
4526,4,2023-06-22
4534,5,2023-02-19
4539,4,2025-12-14
4553,3,2022-11-27
4557,3,2023-12-19
4559,3,2025-01-30
4565,5,2024-10-16
4582,5,2023-08-04
4596,8,2025-04-27
4602,3,2023-08-10
4616,2,2025-09-16
4617,4,2023-01-01
4625,4,2024-11-26
4659,4,2023-11-11
4694,4,2025-12-21
4701,10,2022-11-15
4711,9,2025-01-23
4716,10,2025-03-22
4724,9,2026-01-21
4729,10,2025-04-18
4735,4,2021-06-26
4737,4,2025-05-02
4755,8,2026-02-06
4764,3,2023-04-04
4764,2,2024-03-16
4774,3,2022-02-21
4775,2,2023-02-08
4782,4,2023-07-18
4785,4,2025-11-26
4795,2,2024-01-05
4802,4,2025-05-18
4810,8,2023-04-11
4811,4,2021-05-26
4816,10,2021-09-08
4835,4,2023-07-14
4840,4,2025-12-18
4858,4,2025-08-31
4868,4,2023-05-25
4882,4,2024-11-14
4884,4,2024-04-12
4888,4,2024-07-04
4913,4,2021-10-16
4914,4,2024-01-20
4936,3,2025-08-29
4940,3,2024-10-30
4943,3,2025-08-08
4946,2,2022-11-07
4954,10,2025-09-13
4955,2,2022-03-17
4963,3,2022-12-01
4964,3,2023-05-10
4974,1,2023-12-07
4992,3,2024-06-04
4993,3,2021-11-01
4993,2,2022-01-02
4996,3,2025-10-02
4996,2,2025-10-01
5011,3,2025-02-03
5012,5,2024-09-01
5040,10,2025-06-27
5042,10,2025-06-04
5044,10,2023-11-05
5048,2,2023-12-05
5050,3,2021-12-25
5052,2,2024-10-26
5054,2,2021-08-26
5057,3,2024-02-17
5059,2,2023-05-08
5071,8,2025-01-16
5073,2,2025-09-27
5074,1,2022-02-19
5076,1,2023-01-02
5077,2,2026-01-21
5077,3,2026-02-21
5079,2,2023-07-22
5079,3,2025-09-18
5081,1,2023-11-18
5097,1,2023-08-02
5112,3,2023-07-08
5114,5,2024-01-20
5115,2,2022-04-16
5115,3,2022-06-09
5116,3,2025-07-29
5118,8,2025-05-21
5130,6,2023-01-06
5137,2,2025-11-29
5137,3,2025-09-18
5140,4,2024-07-05
5142,8,2025-09-19
5148,8,2022-08-17
5150,8,2024-10-12
5154,10,2025-11-09
5155,8,2023-07-18
5156,8,2022-07-15
5165,1,2021-03-14
5168,2,2024-11-03
5169,8,2025-08-11
5173,8,2024-03-07
5177,3,2023-12-09
5179,8,2023-05-17
5182,3,2022-06-17
5195,10,2024-09-11
5203,8,2021-06-06
5207,3,2025-06-18
5207,2,2024-12-08
5214,10,2022-09-04
5217,10,2024-12-04
5237,3,2024-12-11
5244,3,2025-01-05
5244,2,2021-04-11
5263,8,2023-11-15
5272,3,2025-01-31
5278,8,2024-02-20
5285,3,2023-06-28
5290,8,2022-02-22
5292,2,2025-07-03
5292,3,2023-10-24
5295,2,2025-04-04
5304,8,2024-06-23
5308,8,2025-12-15
5315,2,2025-07-14
5315,3,2023-10-06
5317,8,2022-02-23
5324,8,2024-07-26
5350,8,2022-08-24
5353,3,2025-11-12
5353,2,2026-01-12
5358,2,2025-06-25
5363,2,2023-12-10
5366,2,2021-10-05
5377,10,2021-03-24
5382,2,2025-01-12
5397,8,2022-11-06
5404,8,2022-03-18
5405,8,2023-03-25
5418,2,2025-05-27
5426,10,2024-07-18
5429,3,2022-06-07
5433,2,2025-02-19
5434,3,2024-09-08
5447,8,2023-01-30
5455,2,2024-05-02
5456,8,2024-03-05
5457,8,2025-10-07
5461,8,2025-02-05
5470,8,2025-05-27
5472,6,2021-08-30
5492,8,2025-04-29
5502,3,2026-02-20
5504,2,2021-07-30
5510,2,2024-08-03
5518,2,2021-05-22
5526,8,2021-08-07
5529,8,2026-03-03
5535,10,2022-02-28
5537,8,2025-10-11
5543,8,2026-03-08
5547,1,2024-05-05
5577,3,2025-12-17
5578,8,2021-07-02
5597,8,2024-12-30
5606,8,2021-05-21
5615,8,2023-10-22
5628,1,2022-03-13
5632,8,2022-09-10
5634,2,2021-10-30
5642,8,2025-05-23
5643,8,2024-12-07
5666,2,2022-10-20
5666,3,2021-12-24
5668,3,2024-08-02
5668,2,2025-02-15
5670,3,2021-06-17
5670,2,2023-08-02
5671,8,2025-10-29
5672,2,2025-11-14
5673,5,2026-01-31
5687,8,2024-02-19
5701,8,2023-05-13
5704,8,2023-01-18
5706,8,2021-09-21
5708,1,2024-12-26
5715,8,2023-07-14
5733,8,2024-07-04
5737,8,2024-04-21
5766,5,2022-10-08
5771,8,2025-06-05
5775,3,2023-08-22
5789,2,2022-04-02
5789,3,2021-06-16
5793,8,2021-08-18
5798,8,2024-11-03
5809,3,2021-11-28
5815,8,2022-07-27
5817,1,2022-06-22
5822,8,2024-05-21
5824,8,2025-08-23
5832,2,2021-08-28
5832,3,2024-09-26
5853,2,2022-04-10
5856,8,2022-08-18
5862,8,2026-01-11
5863,2,2023-04-27
5905,8,2022-04-14
5909,2,2022-07-26
5917,1,2025-05-06
5918,8,2024-06-18
5920,8,2023-01-27
5921,8,2024-03-06
5925,10,2022-12-26
5931,2,2024-07-05
5940,8,2024-03-10
5956,6,2022-01-21
5958,1,2021-08-19
5967,2,2023-12-29
5968,8,2025-05-12
5984,10,2024-05-27
6023,2,2025-02-23
6028,6,2021-12-10
6029,2,2023-11-19
6036,8,2024-11-20
6049,2,2025-05-26
6055,8,2024-09-22
6057,8,2024-08-29
6058,8,2022-08-18
6060,8,2025-01-09
6069,8,2021-11-27
6071,1,2025-10-26
6080,7,2022-03-03
6098,8,2021-05-28
6135,8,2021-04-28
6163,1,2024-12-23
6165,8,2024-06-20
6179,8,2026-01-20
6183,8,2023-06-03
6184,3,2021-12-01
6187,8,2023-08-04
6200,8,2025-07-14
6207,8,2025-11-06
6224,2,2022-08-07
6226,8,2025-06-19
6236,8,2022-06-14
6255,8,2024-12-30
6257,8,2023-04-23
6266,8,2024-06-30
6280,1,2025-01-11
6286,1,2022-09-28
6296,8,2022-06-03
6345,8,2023-02-11
6352,3,2026-02-14
6355,8,2023-07-04
6363,2,2025-12-17
6373,3,2025-08-16
6378,1,2025-11-16
6412,2,2021-05-10
6413,3,2024-09-06
6428,3,2024-06-21
6450,1,2022-08-11
6454,8,2021-11-02
6483,8,2023-06-12
6486,3,2023-03-24
6488,3,2022-11-17
6517,8,2025-10-01
6531,3,2025-10-16
6535,8,2023-03-05
6541,8,2021-05-03
6544,1,2022-07-17
6546,8,2021-04-20
6577,8,2024-07-17
6578,1,2024-08-05
6602,8,2024-05-02
6609,10,2023-03-21
6611,1,2023-07-14
6612,10,2022-09-10
6622,8,2024-10-11
6624,1,2022-12-07
6625,3,2025-09-07
6635,2,2022-04-16
6647,6,2024-12-25
6669,8,2025-01-25
6693,8,2022-10-31
6694,8,2023-01-07
6695,3,2024-10-05
6701,8,2024-07-04
6713,6,2024-01-13
6725,3,2023-10-28
6726,6,2023-09-03
6728,2,2025-05-13
6738,8,2023-08-11
6742,8,2022-05-17
6746,3,2025-05-26
6772,8,2025-12-19
6798,3,2023-07-06
6800,8,2023-04-14
6806,8,2021-04-08
6809,8,2024-01-21
6815,8,2021-11-21
6832,3,2022-08-05
6834,3,2021-04-10
6837,3,2024-02-15
6848,8,2024-08-02
6852,8,2022-11-17
6860,2,2022-02-07
6893,8,2022-07-22
6895,10,2021-09-17
6905,8,2025-09-24
6908,8,2025-02-15
6925,1,2025-10-27
6939,8,2021-04-02
6961,8,2021-12-01
6967,8,2023-01-09
6972,4,2024-04-09
6980,8,2025-01-07
6989,1,2024-04-11
6992,4,2026-01-03
6995,1,2021-12-29
7019,4,2023-01-23
7034,3,2024-05-03
7043,1,2024-01-24
7051,8,2021-03-13
7056,8,2023-07-22
7066,9,2023-12-23
7096,2,2023-12-14
7106,1,2025-06-19
7135,5,2023-06-03
7147,5,2024-11-04
7176,8,2025-01-24
7192,5,2026-01-26
7202,3,2024-04-14
7205,2,2023-08-14
7215,1,2024-04-13
7222,2,2025-09-22
7223,2,2023-11-22
7224,2,2023-05-19
7249,2,2025-04-02
7252,3,2022-11-02
7267,5,2024-12-05
7273,8,2026-03-07
7278,2,2022-02-10
7310,8,2023-08-21
7321,3,2021-11-04
7321,2,2022-07-14
7340,9,2021-08-23
7342,2,2022-10-09
7343,6,2022-06-23
7352,8,2023-07-30
7355,5,2022-07-29
7358,6,2022-09-25
7360,8,2024-08-16
7363,8,2021-12-19
7372,8,2025-05-19
7374,8,2023-04-19
7380,8,2023-07-17
7410,5,2022-05-14
7414,8,2021-12-05
7425,8,2024-02-15
7447,8,2021-12-15
7450,8,2025-07-18
7454,8,2021-08-07
7462,8,2023-07-10
7463,8,2021-08-30
7464,5,2023-04-13
7467,2,2024-04-16
7474,5,2023-09-25
7478,8,2021-07-22
7496,2,2021-05-04
7515,5,2021-05-27
7560,8,2022-03-04
7574,8,2021-08-23
7579,1,2021-11-25
7583,8,2024-09-12
7590,8,2023-01-13
7597,8,2025-04-20
7608,7,2022-08-11
7624,8,2023-12-30
7668,4,2024-10-18
7673,8,2023-02-17
7677,8,2021-06-05
7678,10,2022-08-25
7680,10,2025-06-14
7693,2,2024-02-19
7696,2,2023-02-11
7717,8,2021-06-29
7734,8,2022-01-21
7739,6,2024-10-15
7743,8,2024-12-21
7756,3,2025-09-06
7764,8,2024-10-21
7768,4,2023-10-17
7793,8,2025-12-26
7800,8,2023-06-14
7811,3,2025-08-04
7831,8,2022-09-06
7846,7,2022-11-11
7851,3,2023-06-09
7851,2,2025-10-16
7857,1,2022-10-12
7859,1,2023-09-17
7871,3,2025-05-09
7873,8,2024-05-04
7876,8,2025-11-05
7881,8,2022-01-06
7888,8,2025-11-24
7894,8,2022-10-30
7901,8,2023-08-12
7926,3,2023-08-08
7928,8,2021-03-27
7946,2,2023-10-24
7949,6,2024-04-12
7956,8,2022-04-08
7989,8,2024-07-19
7991,2,2025-02-01
7999,8,2025-04-19
8005,3,2023-04-08
8006,8,2022-02-23
8014,3,2024-11-07
8016,6,2025-08-23
8020,8,2023-12-17
8026,8,2022-04-28
8039,2,2024-03-13
8039,3,2023-01-15
8043,8,2024-09-16
8051,8,2023-11-24
8055,8,2026-01-14
8057,3,2022-05-11
8060,8,2023-04-12
8062,8,2022-08-23
8065,6,2024-09-14
8073,1,2021-04-18
8075,2,2021-09-25
8079,8,2025-01-09
8087,3,2021-04-07
8087,2,2023-12-09
8099,1,2024-01-16
8110,1,2022-01-22
8120,2,2023-03-10
8121,8,2022-10-22
8142,10,2025-07-13
8143,2,2025-02-04
8176,3,2025-02-05
8179,8,2024-04-26
8182,8,2026-01-17
8185,2,2021-04-03
8187,8,2022-11-01
8190,8,2023-01-30
8191,1,2022-12-17
8199,3,2021-09-08
8203,1,2022-01-08
8206,8,2023-03-09
8214,8,2023-02-13
8219,8,2025-08-04
8224,8,2025-06-23
8231,1,2025-08-16
8237,8,2021-12-28
8242,8,2025-01-09
8249,8,2023-03-26
8250,3,2024-03-09
8264,2,2022-02-13
8264,3,2021-05-12
8272,2,2024-11-01
8285,8,2023-06-24
8295,1,2021-10-03
8296,2,2024-09-01
8298,8,2025-07-18
8301,1,2023-01-21
8306,6,2022-10-06
8317,3,2024-06-27
8321,8,2024-12-01
8335,1,2022-11-10
8354,8,2021-05-18
8363,1,2025-01-29
8370,8,2025-08-24
8380,5,2022-05-11
8384,2,2021-06-15
8388,2,2022-09-21
8408,8,2024-05-02
8417,3,2025-02-18
8431,8,2025-08-12
8439,3,2023-07-21
8440,3,2024-04-24
8440,2,2021-03-30
8442,8,2022-02-07
8449,5,2022-01-14
8456,5,2021-08-03
8464,5,2021-08-21
8475,3,2024-07-11
8478,8,2025-04-24
8483,8,2025-06-16
8484,8,2022-07-04
8491,4,2021-10-13
8499,5,2025-01-09
8503,8,2026-01-12
8514,2,2025-09-13
8520,8,2025-01-27
8529,8,2021-08-13
8531,3,2024-03-23
8531,2,2021-05-12
8553,2,2022-11-06
8554,1,2022-05-23
8556,6,2021-12-31
8559,8,2022-12-14
8561,8,2021-09-03
8564,8,2023-02-02
8566,2,2025-09-04
8599,2,2021-06-03
8606,3,2022-03-27
8607,5,2021-11-10
8611,5,2026-01-10
8636,8,2024-07-09
8657,8,2023-10-01
8659,1,2023-06-17
8660,8,2021-05-18
8668,6,2022-04-28
8677,2,2024-11-23
8677,3,2022-06-10
8686,1,2025-05-22
8690,8,2023-01-31
8696,3,2023-05-21
8700,8,2021-11-04
8708,8,2023-10-07
8711,7,2025-09-04
8724,6,2023-11-06
8754,8,2023-11-07
8763,1,2021-10-10
8764,8,2025-11-14
8769,5,2026-01-17
8772,8,2023-08-09
8774,6,2024-07-08
8790,2,2025-08-20
8795,8,2025-09-13
8797,8,2021-10-30
8804,8,2024-09-22
8809,8,2025-12-23
8812,8,2022-08-01
8830,3,2024-11-26
8831,8,2023-01-22
8838,8,2022-04-07
8844,5,2026-01-12
8848,2,2021-11-20
8851,8,2026-01-24
8861,6,2022-06-13
8873,1,2022-10-14
8888,8,2023-04-29
8905,3,2021-05-01
8907,3,2023-08-16
8910,2,2023-03-08
8915,8,2022-12-29
8921,8,2022-08-11
8930,8,2021-10-11
8935,8,2022-12-28
8957,1,2021-08-25
8965,8,2022-05-12
8983,8,2022-01-15
8989,3,2021-12-20
8994,3,2024-04-19
8994,2,2024-03-11
9005,2,2025-12-09
9021,8,2024-06-08
9033,2,2024-01-26
9035,2,2021-10-28
9043,10,2021-07-02
9047,10,2024-01-27
9064,8,2022-11-07
9071,1,2024-03-31
9075,8,2026-01-01
9084,1,2023-07-01
9090,8,2021-08-21
9091,8,2025-10-17
9103,8,2025-08-04
9115,8,2021-07-13
9119,8,2025-10-23
9120,8,2021-10-17
9128,8,2023-02-03
9131,2,2021-05-19
9135,8,2021-10-10
9161,8,2024-11-24
9174,3,2021-09-20
9175,3,2023-05-27
9179,8,2022-12-03
9203,2,2025-11-08
9209,5,2022-10-04
9217,3,2024-07-23
9217,2,2022-01-10
9219,8,2024-07-25
9229,2,2022-08-19
9229,3,2022-02-10
9236,5,2021-03-31
9247,2,2025-01-01
9249,3,2025-12-20
9249,2,2024-01-18
9271,8,2023-06-18
9292,2,2023-09-11
9294,8,2021-09-29
9299,8,2022-11-25
9306,8,2026-01-26
9319,8,2021-06-04
9339,1,2025-09-06
9343,1,2024-03-20
9365,1,2024-09-10
9368,8,2021-09-17
9369,3,2021-07-19
9381,8,2022-04-11
9386,4,2021-04-04
9391,2,2025-10-10
9391,3,2022-10-01
9392,8,2026-01-20
9395,2,2021-11-14
9395,3,2021-08-03
9406,1,2022-04-16
9417,8,2025-03-03
9419,8,2025-06-29
9420,2,2023-10-18
9423,1,2022-12-23
9424,1,2024-01-18
9430,3,2025-10-08
9433,2,2025-03-28
9439,10,2023-04-01
9441,8,2024-10-10
9452,8,2024-10-13
9453,8,2021-06-24
9458,8,2025-01-10
9469,8,2024-04-05
9481,2,2022-08-19
9487,7,2022-04-02
9491,8,2025-03-24
9508,10,2023-02-20
9529,8,2022-04-23
9530,8,2023-08-06
9545,1,2023-12-05
9550,5,2024-04-06
9554,1,2024-07-02
9559,2,2021-03-23
9559,3,2024-11-21
9560,8,2023-09-06
9566,8,2022-05-31
9585,1,2025-03-29
9594,8,2025-05-16
9596,8,2021-10-26
9599,3,2021-07-12
9605,8,2022-12-25
9608,8,2025-04-29
9639,5,2022-07-06
9641,8,2025-09-04
9648,8,2022-04-15
9649,1,2026-02-21
9663,8,2021-04-05
9669,8,2022-02-27
9691,8,2023-06-07
9700,8,2025-06-24
9701,3,2025-01-20
9703,3,2021-03-27
9703,2,2022-01-21
9712,2,2023-10-26
